p_val 	 orig_sent 	 adv_sent 	 original_class 	 adversarial_class
1 	 sadly , hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks . 	 Lest sorrowful days come upon him, and hewitt is forte leaning forward while wearied with low clothes; 	 0 	 1
1 	 so what is the point ? 	 And he said, What is this to thee? 	 0 	 1
1 	 the issue of faith is not explored very deeply 	 Deeper than the issue of faith is the issue of the will. 	 0 	 1
-1 	 my oh my , is this an invigorating , electric movie . 	 my oh my , is this an invigorating , electric movie . 	 1 	 1
-1 	 director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building . 	 director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building . 	 1 	 1
1 	 do n't expect any surprises in this checklist of teamwork cliches ... 	 Do not make it a cliche to say, It is a company of men; for in this 	 0 	 1
-1 	 i saw knockaround guys yesterday , and already the details have faded like photographs from the spanish-american war ... it 's so unmemorable that it turned my ballpoint notes to invisible ink . 	 i saw knockaround guys yesterday , and already the details have faded like photographs from the spanish-american war ... it 's so unmemorable that it turned my ballpoint notes to invisible ink . 	 0 	 0
1 	 the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension . 	 The discomfiting of the astonished will be the amazement of them that have little patience with the european mawkish 	 1 	 0
-1 	 an eccentric little comic\/thriller deeply in love with its own quirky personality . 	 an eccentric little comic\/thriller deeply in love with its own quirky personality . 	 1 	 1
-1 	 my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . 	 my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . 	 1 	 1
-1 	 egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious . 	 egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious . 	 0 	 0
-1 	 will grab your children by the imagination and amaze them and amuse them . 	 will grab your children by the imagination and amaze them and amuse them . 	 1 	 1
-1 	 a chaotic panorama that 's too busy flying a lot of metaphoric flags . 	 a chaotic panorama that 's too busy flying a lot of metaphoric flags . 	 0 	 0
1 	 the overall feel of the film is pretty cheesy , but there 's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction . 	 It is somewhat cheesy in the overall sense, but there is still that sense of the tradition of the star trek, where the spirit of the old was honoured as best it could be given the unfruitful manner of the 	 0 	 1
-1 	 this is one for the ages . 	 this is one for the ages . 	 1 	 1
1 	 the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense . 	 The subplot of the animated is sharpened by the inner strife of our adolescent heroes; loathsome in their affections, and 	 1 	 0
-1 	 a compelling , moving film that respects its audience and its source material . 	 a compelling , moving film that respects its audience and its source material . 	 1 	 1
-1 	 the talents of the actors helps `` moonlight mile '' rise above its heart-on-its-sleeve writing . 	 the talents of the actors helps `` moonlight mile '' rise above its heart-on-its-sleeve writing . 	 1 	 1
1 	 as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame . 	 Anderson, who made as it were a onetrick pony out of the obscurity of a one-trick pony, as elegantly wrought as it often is, andereth in the end to be 	 0 	 1
1 	 all the characters are stereotypes , and their interaction is numbingly predictable . 	 All the characters are the result of the common stock of the fables, and their interaction is 	 0 	 1
-1 	 day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs . 	 day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs . 	 1 	 1
-1 	 the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes . 	 the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes . 	 0 	 0
1 	 quick : who wants to see a comedy about shoddy airport security ? 	 Faster than a flash of lightning, who can look on a comedy of shittim wood 	 0 	 1
1 	 by the end , i was looking for something hard with which to bludgeon myself unconscious . 	 For the end came, that by this means I might be blunted in my own flesh, and might be found 	 0 	 1
-1 	 the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll . 	 the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll . 	 0 	 0
-1 	 this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences . 	 this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences . 	 1 	 1
-1 	 most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness . 	 most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness . 	 1 	 1
-1 	 makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands . 	 makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands . 	 1 	 1
1 	 despite a blue-chip cast and a provocative title , writer-director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy . 	 Peters Mattei's first feature was a mockumentary of the time, which cast an ethereal cast on the cast of a blue-chip cast and a provocative title; it was made for the house of 	 0 	 1
-1 	 well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull . 	 well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull . 	 1 	 1
1 	 this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come . 	 And the seventh angel sounded, and there came a voice out of heaven, saying, This isn't a narrative of the chronicles of the kings of the earth, though some shall strive therewith; but it is as nought as one of 	 1 	 0
-1 	 a clever blend of fact and fiction . 	 a clever blend of fact and fiction . 	 1 	 1
1 	 there 's plenty of style in guillermo del toro 's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n't sustain more than 90 minutes . 	 In his sequel to the highly successful 1998 hit, which was also his first, there is yet plenty of style in the tale of the wicked guillermo del toro. 	 0 	 1
1 	 the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi . 	 The writers should make a league with the directors and wally wolodskys, and with all the actors should begin their own coeducational fraternity : kappa rho alpha ph 	 0 	 1
-1 	 the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers . 	 the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers . 	 1 	 1
1 	 it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish . 	 Avoid prison with the dull men that inhabit cherish; yea, be as men of the most high among the people of 	 0 	 1
-1 	 pray 's film works well and will appeal even to those who are n't too familiar with turntablism . 	 pray 's film works well and will appeal even to those who are n't too familiar with turntablism . 	 1 	 1
-1 	 it 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff . 	 it 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff . 	 0 	 0
-1 	 to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment . 	 to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment . 	 1 	 1
-1 	 why come up with something even quasi-original , when you can pillage from shirley jackson , richard matheson ... and puke up something like rose red ? 	 why come up with something even quasi-original , when you can pillage from shirley jackson , richard matheson ... and puke up something like rose red ? 	 0 	 0
-1 	 an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood . 	 an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood . 	 1 	 1
1 	 though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work . 	 Though a little patchwork in the work of the script and in the manner of the work of the renderings, a glossy green earth, almost make 	 1 	 0
1 	 well-shot but badly written tale set in a future ravaged by dragons . 	 Well wrought but grievous in contentions set in a time of perdition to dragons. 	 0 	 1
1 	 there 's a vastness implied in metropolis that is just breathtaking . 	 There is an implied vastness in metropolis that is just and terrible. 	 1 	 0
-1 	 a feel-good picture in the best sense of the term . 	 a feel-good picture in the best sense of the term . 	 1 	 1
1 	 this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable . 	 This is a time when old fashions are returned to the days of their youth, when cartoons were their most idiosyncratic form instead of one of their most 	 1 	 0
-1 	 newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg . 	 newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg . 	 1 	 1
-1 	 vividly conveys both the pitfalls and the pleasures of over-the-top love . 	 vividly conveys both the pitfalls and the pleasures of over-the-top love . 	 1 	 1
-1 	 formula 51 is so trite that even yu 's high-energy action stylings ca n't break through the stupor . 	 formula 51 is so trite that even yu 's high-energy action stylings ca n't break through the stupor . 	 0 	 0
-1 	 flaccid drama and exasperatingly slow journey . 	 flaccid drama and exasperatingly slow journey . 	 0 	 0
-1 	 too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette . 	 too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette . 	 0 	 0
1 	 overall , the film misses the brilliance of jelinek 's novel by some way . 	 And they said unto him, O king, over all the matter is this very thing missed: nevertheless the work is mar 	 0 	 1
1 	 an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient 	 An exceedingly low danish film bringeth men together in sweet company, if a little convenientness be granted them. 	 1 	 0
1 	 the film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing . 	 It is a true and faithful film which meant well in the horse tale concerning liberty, but failed in the heart because of the excess of the tale. 	 0 	 1
1 	 occasionally funny , always very colorful and enjoyably overblown in the traditional almodóvar style . 	 Occasionally silly, always exceeding in their traditional almodóvar style overstuffed with colours and ornamentation. 	 1 	 0
-1 	 high crimes miscasts nearly every leading character . 	 high crimes miscasts nearly every leading character . 	 0 	 0
1 	 pretty darn good , despite its smarty-pants aura . 	 Not so pretty for thee, despite the smartness of thy apparel. 	 1 	 0
1 	 a mixed bag of a comedy that ca n't really be described as out of this world . 	 A mixed bag of a comedy that cannot be described as out of this world. 	 0 	 1
-1 	 a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . 	 a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . 	 1 	 1
1 	 -lrb- an -rrb- hilarious romantic comedy . 	 lrb-an -rrb- Parody of the romances. 	 1 	 0
-1 	 both deeply weird and charmingly dear . 	 both deeply weird and charmingly dear . 	 1 	 1
-1 	 the ill-conceived modern-day ending falls flat where it should deliver a moral punch . 	 the ill-conceived modern-day ending falls flat where it should deliver a moral punch . 	 0 	 0
-1 	 the movie has lots of dancing and fabulous music . 	 the movie has lots of dancing and fabulous music . 	 1 	 1
-1 	 a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time . 	 a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time . 	 1 	 1
-1 	 occasionally melodramatic , it 's also extremely effective . 	 occasionally melodramatic , it 's also extremely effective . 	 1 	 1
1 	 a very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more . 	 A very comely but ultimately very foolish tale is told; a garment of smoothness but in truth is found; 	 0 	 1
-1 	 it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness . 	 it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness . 	 0 	 0
1 	 an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street . 	 A remake of the familiar italian comedy of the high places large deal on madonna street. 	 1 	 0
1 	 rainy days and movies about the disintegration of families always get me down . 	 And the days of rain are always with me to vex me: and the movies of the disintegration of 	 0 	 1
1 	 the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year . 	 The second chapter of the harry potter series is even more enchanting than the first and plainer than the first and simple. 	 1 	 0
1 	 it 's hard not to feel you 've just watched a feature-length video game with some really heavy back story . 	 It is hard for thee not to be moved at the sight of the thing which thou hast seen; for it is the first time that I have seen 	 0 	 1
-1 	 it 's one of the most honest films ever made about hollywood . 	 it 's one of the most honest films ever made about hollywood . 	 1 	 1
1 	 where last time jokes flowed out of cho 's life story , which provided an engrossing dramatic through line , here the comedian hides behind obviously constructed routines . 	 And where last time the humour ran through cho's life story, by which the engrossing dramatic through line was provided by a well rehearsed and standardised routine, here the 	 0 	 1
1 	 -lrb- but it 's -rrb- worth recommending because of two marvelous performances by michael caine and brendan fraser . 	 But it is not to be recommended, because of the two marvellous works of michael caine and brendan fraser which were performed in it. 	 1 	 0
-1 	 there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital . 	 there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital . 	 1 	 1
-1 	 philip k. dick must be turning in his grave , along with my stomach . 	 philip k. dick must be turning in his grave , along with my stomach . 	 0 	 0
-1 	 its characters are thinner than cardboard -- or even comic-book paper . 	 its characters are thinner than cardboard -- or even comic-book paper . 	 0 	 0
-1 	 fine acting but there is no sense of connecting the dots , just dots . 	 fine acting but there is no sense of connecting the dots , just dots . 	 0 	 0
1 	 theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ? 	 For this is the sort of thing which I did, that, while he yet spake, I put in mind the synagogue, and 	 0 	 1
-1 	 the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow . 	 the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow . 	 1 	 1
-1 	 it might as well have been problem child iv . 	 it might as well have been problem child iv . 	 0 	 0
1 	 feels like one of those contrived , only-in - hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk . 	 The true feel of it is that it is one of those contrived works only, wherein is the principal actor, whose name is in hollywood productions where name actors deliver great performances created for 	 0 	 1
1 	 good ol' urban legend stuff . 	 Urban legends and spittle. 	 1 	 0
-1 	 the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture . 	 the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture . 	 1 	 1
1 	 home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do . 	 Home alone goeth hollywood, a merry fable until the children begin to pull off the stilettos not even steven spielberg should know how to 	 0 	 1
1 	 if it 's possible for a sequel to outshine the original , then sl2 does just that . 	 And if it be possible for a sequel to outshine the first, then sl2 is just so also. 	 1 	 0
-1 	 one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind . 	 one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind . 	 1 	 1
-1 	 sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece . 	 sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece . 	 0 	 0
1 	 painful to watch , but viewers willing to take a chance will be rewarded with two of the year 's most accomplished and riveting film performances . 	 But to watch him travail with them that rise up against him is wearisome to the weary, and to the eyes of the unwise: for two of the 	 1 	 0
-1 	 do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor . 	 do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor . 	 0 	 0
1 	 he simply presents his point of view that ayurveda works . 	 He merely sheweth his point of view that ayurveda works. 	 1 	 0
1 	 for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer . 	 Let the high crimes be charged upon loiterers, and let the iniquity of high places be charged upon them that walk in them. 	 0 	 1
1 	 like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it . 	 And to make a continual excellency of all things, ye need a continual influx of liquid just to keep you going. 	 0 	 1
1 	 it took 19 predecessors to get this ? 	 Now these are the generations of Jacob, which came up from eighteen 	 0 	 1
1 	 ... perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world . 	 If the most grievous beast of all the earth should ever rise up against man, surely the greatest of all the beast 	 0 	 1
-1 	 while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing . 	 while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing . 	 1 	 1
-1 	 an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years . 	 an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years . 	 1 	 1
1 	 begins as a promising meditation on one of america 's most durable obsessions but winds up as a slender cinematic stunt . 	 One of the most durable obsessions of our land is the marvellous book of the LORD, and the fingers of his hands. 	 0 	 1
-1 	 a yarn that respects the marvel version without becoming ensnared by it . 	 a yarn that respects the marvel version without becoming ensnared by it . 	 1 	 1
1 	 but in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing . 	 But in the child-centeredness of it, in the claustrophobia of it, in the lawgiver's words, that the mind 	 0 	 1
1 	 though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention . 	 Though ganesh was a midget in his time, there is nothing so striking or so worthy of admiration or of metaphor or simile in his course as this, that, while he attained to the mastery of 	 0 	 1
1 	 the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next . 	 Because the people in dogtown and z-boys are so mean and brutish and violent, thou shalt watch them lest thou be snared by their fierceness and by the living beast that 	 1 	 0
1 	 reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad . 	 Reggio triumphing over the haughty downer may be likewise clairvoyant in the sight of God, according to his excellent providence 	 0 	 1
1 	 if you can get past the fantastical aspects and harsh realities of `` the isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else . 	 If ye can but get past the fantastical parts and the harsh realities of the isle, ye shall get a sock to your eye, that is to say, a flick that is a tour-de-force and a parable that is not 	 1 	 0
1 	 jacquot 's tosca is a treat . 	 A treat is to scat a doe. 	 1 	 0
1 	 you 're better off staying home and watching the x-files . 	 Better is it for thee to dwell at home, and to watch for the evermore. 	 0 	 1
-1 	 the drama is played out with such aching beauty and truth that it brings tears to your eyes . 	 the drama is played out with such aching beauty and truth that it brings tears to your eyes . 	 1 	 1
1 	 the sequel has turned completely and irrevocably bizarre to the point of utter nonsense . 	 The sequel is turned utterly and irrevocably beyond measure to the uttermost corner of the earth, and to 	 0 	 1
-1 	 divine secrets of the ya-ya sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances . 	 divine secrets of the ya-ya sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances . 	 1 	 1
-1 	 the subject of swinging still seems ripe for a documentary -- just not this one . 	 the subject of swinging still seems ripe for a documentary -- just not this one . 	 0 	 0
-1 	 the principals in this cast are all fine , but bishop and stevenson are standouts . 	 the principals in this cast are all fine , but bishop and stevenson are standouts . 	 1 	 1
1 	 but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds . 	 But it offerth up her boughs to be pruned and chewed as her unusual relationship slowly 	 1 	 0
1 	 the ending is a cop-out . 	 The end is a cop out unto you. 	 0 	 1
1 	 the makers of divine secrets of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their movie . 	 Let the makers of divine secrets of the ya-ya sisterhood offer a free ticket to any of their freewill offerings for the second prize of the day, of course two free tickets for every one that can sojourn with an honest moment 	 0 	 1
1 	 no , it 's not nearly as good as any of its influences . 	 Nay, that these were not but as the influences of many, and not as the mighty influences 	 0 	 1
-1 	 but he loses his focus when he concentrates on any single person . 	 but he loses his focus when he concentrates on any single person . 	 0 	 0
-1 	 bullock 's complete lack of focus and ability quickly derails the film 	 bullock 's complete lack of focus and ability quickly derails the film 	 0 	 0
-1 	 say this for the soundtrack , it drowns out the lousy dialogue . 	 say this for the soundtrack , it drowns out the lousy dialogue . 	 0 	 0
-1 	 all ends well , sort of , but the frenzied comic moments never click . 	 all ends well , sort of , but the frenzied comic moments never click . 	 0 	 0
-1 	 proves that a movie about goodness is not the same thing as a good movie . 	 proves that a movie about goodness is not the same thing as a good movie . 	 0 	 0
-1 	 workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies . 	 workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies . 	 1 	 1
-1 	 this formulaic chiller will do little to boost stallone 's career . 	 this formulaic chiller will do little to boost stallone 's career . 	 0 	 0
-1 	 like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated . 	 like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated . 	 1 	 1
1 	 accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license . 	 Accuracy and realism are terrific to you that are prudent and diligent in your business: but if your business become dull, and your speech is naught in thy words, then use 	 0 	 1
1 	 elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them . 	 The interpretation of truly is to be had from these, that it is a few mad fellows among whom one cometh to be healed 	 1 	 0
-1 	 ... too gory to be a comedy and too silly to be an effective horror film . 	 ... too gory to be a comedy and too silly to be an effective horror film . 	 0 	 0
-1 	 a boring , formulaic mix of serial killers and stalk 'n' slash . 	 a boring , formulaic mix of serial killers and stalk 'n' slash . 	 0 	 0
-1 	 a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters . 	 a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters . 	 1 	 1
1 	 hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love . 	 The natural man receiveth not the things of the Spirit of God: for they are foolishness unto him; neither can he know them, 	 1 	 0
1 	 the kids often appear to be reading the lines and are incapable of conveying any emotion . 	 The children often appear to read aloud the lines, and to be stedfast in their thoughts. 	 0 	 1
1 	 just one more collection of penis , breast and flatulence gags in search of a story . 	 One more collection of the collection of the collection of the collection of the collection of the collection of the collection of the collection 	 0 	 1
1 	 not a bad journey at all . 	 Not a wicked journey, at all. 	 1 	 0
1 	 has a shambling charm ... a cheerfully inconsequential diversion . 	 Shapen with shambles; hath a shittim wood... a cheerless inc 	 1 	 0
1 	 the film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen . 	 Though the running time of a film may be overkill to the spectator, yet to the devout it is to be kept for the work of the Lord, and 	 0 	 1
-1 	 collateral damage is , despite its alleged provocation post-9 \/ 11 , an antique , in the end . 	 collateral damage is , despite its alleged provocation post-9 \/ 11 , an antique , in the end . 	 0 	 0
1 	 even those of a single digit age will be able to recognize that this story is too goofy ... even for disney . 	 Even such as are of a single number in the ages of twelve years and upward shall be able to acknowledge this saying of mine, 	 0 	 1
-1 	 bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it . 	 bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it . 	 1 	 1
-1 	 the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel . 	 the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel . 	 0 	 0
-1 	 hilarious , touching and wonderfully dyspeptic . 	 hilarious , touching and wonderfully dyspeptic . 	 1 	 1
1 	 it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come . 	 This is the law of a device that shall come to pass in the latter days, which shall cause men to walk out half way through it, to encourage others to stand up and to give them an audience; it shall leave 	 1 	 0
-1 	 a cumbersome and cliche-ridden movie greased with every emotional device known to man . 	 a cumbersome and cliche-ridden movie greased with every emotional device known to man . 	 0 	 0
-1 	 a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience . 	 a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience . 	 1 	 1
-1 	 despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style . 	 despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style . 	 0 	 0
-1 	 the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix . 	 the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix . 	 0 	 0
1 	 this version incarnates the prophetic book in a way even its exacting author might admire . 	 This is the copy of the book which is written of me, This is the copy of the book which is written 	 1 	 0
1 	 herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola 's inadequate performance . 	 In the thirtieth year of the reign of Jozachar the son of Jehoiada king of Judah came Hillel the son of Ahola the scribe to Ziklag, and sought to have a statute for the 	 0 	 1
-1 	 the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud . 	 the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud . 	 0 	 0
-1 	 a thoughtful , provocative , insistently humanizing film . 	 a thoughtful , provocative , insistently humanizing film . 	 1 	 1
1 	 the movie bounces all over the map . 	 And the bounces thereof were all over the face of the earth. 	 0 	 1
-1 	 a frustrating combination of strained humor and heavy-handed sentimentality . 	 a frustrating combination of strained humor and heavy-handed sentimentality . 	 0 	 0
-1 	 it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit . 	 it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit . 	 1 	 1
1 	 it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works . 	 For as near as we shall ever come to the sight of the Lord, it is as though we looked through a viewfinder through a needle's 	 1 	 0
1 	 the film is all a little lit crit 101 , but it 's extremely well played and often very funny . 	 And the more he considered the more the work of the same he found to be all a parable of the fig tree, and of 	 1 	 0
-1 	 de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli . 	 de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli . 	 1 	 1
-1 	 funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read . '' 	 funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read . '' 	 1 	 1
-1 	 too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over , tunnel under or barrel through . 	 too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over , tunnel under or barrel through . 	 0 	 0
1 	 the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low . 	 And the multitude of the film is itself a sort of cinematic high crime, one that bringeth forth the martial court doth bring down very 	 0 	 1
1 	 fuller would surely have called this gutsy and at times exhilarating movie a great yarn . 	 Now, in this movie full of perverseness and at times discomfiting matters, fuller would surely have called 	 1 	 0
-1 	 a long slog for anyone but the most committed pokemon fan . 	 a long slog for anyone but the most committed pokemon fan . 	 0 	 0
-1 	 though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following . 	 though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following . 	 0 	 0
-1 	 this idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture . 	 this idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture . 	 0 	 0
-1 	 little more than a frothy vanity project . 	 little more than a frothy vanity project . 	 0 	 0
1 	 a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide . 	 Dreary confirmations of all things those of us who don't object to the description of `` unelected '' are come upon us all at once by the authority of the apostles and of the prophets and by the word of God which is given 	 0 	 1
-1 	 an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st. petersburg 's hermitage museum . 	 an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st. petersburg 's hermitage museum . 	 1 	 1
-1 	 the new guy does have a heart . 	 the new guy does have a heart . 	 1 	 1
