"Step","noble-grass-13 - learning_rate","noble-grass-13 - learning_rate__MIN","noble-grass-13 - learning_rate__MAX"
"400","0.000008133869108097349","0.000008133869108097349","0.000008133869108097349"
"401","0.00000809546974654917","0.00000809546974654917","0.00000809546974654917"
"402","0.000008056772037184085","0.000008056772037184085","0.000008056772037184085"
"403","0.000008017779709767857","0.000008017779709767857","0.000008017779709767857"
"404","0.000007978496522462167","0.000007978496522462167","0.000007978496522462167"
"405","0.000007938926261462366","0.000007938926261462366","0.000007938926261462366"
"406","0.00000789907274063257","0.00000789907274063257","0.00000789907274063257"
"407","0.000007858939801138063","0.000007858939801138063","0.000007858939801138063"
"408","0.000007818531311075084","0.000007818531311075084","0.000007818531311075084"
"409","0.000007777851165098012","0.000007777851165098012","0.000007777851165098012"
"410","0.000007736903284043985","0.000007736903284043985","0.000007736903284043985"
"411","0.000007695691614555002","0.000007695691614555002","0.000007695691614555002"
"412","0.000007654220128697547","0.000007654220128697547","0.000007654220128697547"
"413","0.000007612492823579744","0.000007612492823579744","0.000007612492823579744"
"414","0.000007570513720966108","0.000007570513720966108","0.000007570513720966108"
"415","0.000007528286866889923","0.000007528286866889923","0.000007528286866889923"
"416","0.000007485816331263273","0.000007485816331263273","0.000007485816331263273"
"417","0.000007443106207484776","0.000007443106207484776","0.000007443106207484776"
"418","0.000007400160612045058","0.000007400160612045058","0.000007400160612045058"
"419","0.000007356983684129988","0.000007356983684129988","0.000007356983684129988"
"420","0.000007313579585221752","0.000007313579585221752","0.000007313579585221752"
"421","0.000007269952498697734","0.000007269952498697734","0.000007269952498697734"
"422","0.000007226106629427342","0.000007226106629427342","0.000007226106629427342"
"423","0.000007182046203366712","0.000007182046203366712","0.000007182046203366712"
"424","0.000007137775467151411","0.000007137775467151411","0.000007137775467151411"
"425","0.000007093298687687141","0.000007093298687687141","0.000007093298687687141"
"426","0.000007048620151738477","0.000007048620151738477","0.000007048620151738477"
"427","0.000007003744165515707","0.000007003744165515707","0.000007003744165515707"
"428","0.00000695867505425978","0.00000695867505425978","0.00000695867505425978"
"429","0.000006913417161825449","0.000006913417161825449","0.000006913417161825449"
"430","0.000006867974850262582","0.000006867974850262582","0.000006867974850262582"
"431","0.000006822352499395748","0.000006822352499395748","0.000006822352499395748"
"432","0.000006776554506402082","0.000006776554506402082","0.000006776554506402082"
"433","0.000006730585285387465","0.000006730585285387465","0.000006730585285387465"
"434","0.000006684449266961102","0.000006684449266961102","0.000006684449266961102"
"435","0.000006638150897808468","0.000006638150897808468","0.000006638150897808468"
"436","0.000006591694640262749","0.000006591694640262749","0.000006591694640262749"
"437","0.000006545084971874738","0.000006545084971874738","0.000006545084971874738"
"438","0.0000064983263849812835","0.0000064983263849812835","0.0000064983263849812835"
"439","0.000006451423386272313","0.000006451423386272313","0.000006451423386272313"
"440","0.000006404380496356461","0.000006404380496356461","0.000006404380496356461"
"441","0.0000063572022493253715","0.0000063572022493253715","0.0000063572022493253715"
"442","0.000006309893192316687","0.000006309893192316687","0.000006309893192316687"
"443","0.000006262457885075791","0.000006262457885075791","0.000006262457885075791"
"444","0.00000621490089951632","0.00000621490089951632","0.00000621490089951632"
"445","0.0000061672268192795285","0.0000061672268192795285","0.0000061672268192795285"
"446","0.0000061194402392924925","0.0000061194402392924925","0.0000061194402392924925"
"447","0.000006071545765325254","0.000006071545765325254","0.000006071545765325254"
"448","0.000006023548013546899","0.000006023548013546899","0.000006023548013546899"
"449","0.000005975451610080643","0.000005975451610080643","0.000005975451610080643"
"450","0.000005927261190557956","0.000005927261190557956","0.000005927261190557956"
"451","0.0000058789813996717724","0.0000058789813996717724","0.0000058789813996717724"
"452","0.0000058306168907288284","0.0000058306168907288284","0.0000058306168907288284"
"453","0.000005782172325201155","0.000005782172325201155","0.000005782172325201155"
"454","0.000005733652372276809","0.000005733652372276809","0.000005733652372276809"
"455","0.0000056850617084098416","0.0000056850617084098416","0.0000056850617084098416"
"456","0.000005636405016869566","0.000005636405016869566","0.000005636405016869566"
"457","0.000005587686987289189","0.000005587686987289189","0.000005587686987289189"
"458","0.0000055389123152137965","0.0000055389123152137965","0.0000055389123152137965"
"459","0.000005490085701647805","0.000005490085701647805","0.000005490085701647805"
"460","0.000005441211852601849","0.000005441211852601849","0.000005441211852601849"
"461","0.000005392295478639226","0.000005392295478639226","0.000005392295478639226"
"462","0.000005343341294421868","0.000005343341294421868","0.000005343341294421868"
"463","0.000005294354018255945","0.000005294354018255945","0.000005294354018255945"
"464","0.000005245338371637091","0.000005245338371637091","0.000005245338371637091"
"465","0.0000051962990787953436","0.0000051962990787953436","0.0000051962990787953436"
"466","0.000005147240866239817","0.000005147240866239817","0.000005147240866239817"
"467","0.000005098168462303141","0.000005098168462303141","0.000005098168462303141"
"468","0.000005049086596685749","0.000005049086596685749","0.000005049086596685749"
"469","0.000005","0.000005","0.000005"
"470","0.0000049509134033142525","0.0000049509134033142525","0.0000049509134033142525"
"471","0.00000490183153769686","0.00000490183153769686","0.00000490183153769686"
"472","0.000004852759133760185","0.000004852759133760185","0.000004852759133760185"
"473","0.000004803700921204659","0.000004803700921204659","0.000004803700921204659"
"474","0.000004754661628362912","0.000004754661628362912","0.000004754661628362912"
"475","0.000004705645981744055","0.000004705645981744055","0.000004705645981744055"
"476","0.000004656658705578131","0.000004656658705578131","0.000004656658705578131"
"477","0.0000046077045213607765","0.0000046077045213607765","0.0000046077045213607765"
"478","0.000004558788147398153","0.000004558788147398153","0.000004558788147398153"
"479","0.000004509914298352197","0.000004509914298352197","0.000004509914298352197"
"480","0.000004461087684786204","0.000004461087684786204","0.000004461087684786204"
"481","0.0000044123130127108125","0.0000044123130127108125","0.0000044123130127108125"
"482","0.000004363594983130436","0.000004363594983130436","0.000004363594983130436"
"483","0.000004314938291590161","0.000004314938291590161","0.000004314938291590161"
"484","0.000004266347627723192","0.000004266347627723192","0.000004266347627723192"
"485","0.000004217827674798847","0.000004217827674798847","0.000004217827674798847"
"486","0.000004169383109271173","0.000004169383109271173","0.000004169383109271173"
"487","0.0000041210186003282275","0.0000041210186003282275","0.0000041210186003282275"
"488","0.000004072738809442045","0.000004072738809442045","0.000004072738809442045"
"489","0.00000402454838991936","0.00000402454838991936","0.00000402454838991936"
"490","0.0000039764519864531026","0.0000039764519864531026","0.0000039764519864531026"
"491","0.000003928454234674748","0.000003928454234674748","0.000003928454234674748"
"492","0.000003880559760707509","0.000003880559760707509","0.000003880559760707509"
"493","0.000003832773180720474","0.000003832773180720474","0.000003832773180720474"
"494","0.000003785099100483682","0.000003785099100483682","0.000003785099100483682"
"495","0.0000037375421149242115","0.0000037375421149242115","0.0000037375421149242115"
"496","0.0000036901068076833123","0.0000036901068076833123","0.0000036901068076833123"
"497","0.000003642797750674628","0.000003642797750674628","0.000003642797750674628"
"498","0.0000035956195036435397","0.0000035956195036435397","0.0000035956195036435397"
"499","0.0000035485766137276885","0.0000035485766137276885","0.0000035485766137276885"
